age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
0.233,3,0.147,10,16,2,9,0,4,1,0,0,45,38,1
0.247,5,0.191,9,13,0,11,1,4,1,0,0,37,38,0
0.507,3,0.212,15,10,2,2,0,4,1,0,0,40,38,1
0.671,5,0.116,9,13,2,9,0,4,1,0,0,20,38,1
0.192,3,0.051,11,9,2,2,0,4,1,0,0,50,38,0
0.589,3,0.122,7,12,2,0,0,4,1,0,0,24,38,0
0.233,3,0.063,12,14,0,9,4,4,0,0,0,40,38,0
0.041,3,0.119,15,10,4,0,3,4,0,0,0,38,26,0
0.233,0,0.057,7,12,4,12,1,1,0,0,0,60,38,1
0.110,3,0.141,1,7,4,5,3,4,1,0,0,45,38,0
0.329,3,0.039,15,10,2,11,0,1,1,0,0,60,38,0
0.438,0,0.237,8,11,2,0,0,4,1,0,0,9,38,1
0.219,3,0.215,11,9,2,11,0,4,1,0,0,55,38,0
0.110,3,0.107,11,9,4,5,3,4,1,0,0,95,38,0
0.192,3,0.055,8,11,4,0,1,4,0,0,0,40,38,0
0.082,3,0.137,15,10,4,7,1,4,0,0,0,55,38,0
0.589,4,0.055,5,4,2,11,0,4,1,0,0,60,38,0
0.438,3,0.126,5,4,4,4,1,4,1,0,0,40,38,0
0.014,3,0.122,2,8,4,7,3,4,0,0,0,25,38,0
0.370,3,0.045,8,11,2,2,0,4,1,0,0,40,38,1
0.137,3,0.164,15,10,0,0,4,2,0,0,0,36,38,0
0.260,3,0.080,15,10,2,2,0,4,1,0,0,40,38,0
0.205,3,0.131,11,9,4,2,3,4,1,0,0,40,38,0
0.096,3,0.066,15,10,4,11,2,1,1,0,0,20,18,0
0.027,3,0.190,15,10,4,7,3,4,1,0,0,25,38,0
0.068,-1,0.087,15,10,4,-1,3,4,1,0,0,40,38,0
0.110,3,0.007,9,13,4,13,3,4,1,0,0,60,38,0
0.233,3,0.013,5,4,2,13,0,4,1,0,0,40,38,0
0.041,5,0.139,0,6,4,6,3,4,1,0,0,40,38,0
0.205,3,0.155,7,12,0,0,4,4,0,0,0,40,38,0
0.164,3,0.028,2,8,2,7,0,1,1,0,0,50,2,0
0.041,6,0.013,15,10,4,0,3,4,0,0,0,10,38,0
0.192,5,0.110,11,9,0,12,1,4,1,0,0,60,38,0
0.548,3,0.082,11,9,2,11,0,4,1,0,0,40,38,0
0.384,6,0.034,15,10,0,7,1,4,0,0,0,40,38,0
0.096,3,0.132,9,13,4,0,3,4,0,0,0,40,38,0
0.000,3,0.024,1,7,4,9,3,4,0,0,0,20,38,0
0.000,3,0.129,0,6,4,7,3,4,1,0,0,25,38,0
0.178,3,0.112,11,9,2,12,0,4,1,0,0,40,38,1
0.178,3,0.134,11,9,4,0,1,4,0,0,0,45,38,0
0.521,3,0.121,11,9,2,11,0,4,1,0,0,40,38,0
0.096,1,0.210,9,13,4,9,1,4,0,0,0,40,38,0
0.384,3,0.062,15,10,2,7,0,4,1,0,0,40,38,0
0.452,3,0.269,11,9,2,2,0,4,1,0,0,40,38,0
0.164,1,0.131,15,10,4,0,1,3,1,0,0,40,6,0
0.342,6,0.097,11,9,0,0,1,2,0,0,0,25,38,0
0.068,3,0.078,8,11,2,12,0,4,1,0,0,40,38,0
0.192,3,0.126,15,10,2,11,0,4,1,15024,0,45,38,1
0.082,3,0.153,4,3,4,5,2,4,1,0,0,40,7,0
0.411,3,0.061,12,14,2,3,0,4,1,99999,0,50,38,1
0.315,6,0.157,9,13,2,9,5,2,0,0,0,40,38,0
0.151,3,0.146,15,10,2,0,0,4,1,0,0,40,38,0
0.247,5,0.065,11,9,0,2,3,0,1,0,0,15,38,0
0.260,5,0.083,15,10,2,7,5,4,0,0,0,50,38,0
0.370,3,0.033,12,14,2,3,0,4,1,0,0,40,38,1
0.589,3,0.116,11,9,3,7,4,4,0,0,0,20,38,0
0.260,1,0.027,10,16,2,9,0,4,1,0,1887,50,38,1
0.192,4,0.197,15,10,4,3,3,4,1,0,0,45,38,0
0.260,3,0.067,0,6,2,2,0,4,1,0,0,40,38,0
0.233,3,0.030,11,9,2,4,0,4,1,0,0,60,38,1
0.315,1,0.184,12,14,2,9,0,4,1,7688,0,40,38,1
0.301,1,0.061,11,9,2,7,0,4,1,0,0,40,38,0
0.274,-1,0.051,6,5,0,-1,4,4,0,0,0,40,38,0
0.137,3,0.163,11,9,4,0,1,4,1,0,0,38,38,0
0.589,3,0.018,12,14,4,3,1,4,0,3325,0,35,38,0
0.137,3,0.011,11,9,1,2,0,4,1,0,0,40,38,1
0.288,3,0.047,8,11,4,12,1,4,0,0,0,40,38,0
0.192,3,0.109,11,9,2,6,2,1,1,0,1902,40,2,0
0.247,3,0.063,8,11,2,0,0,4,1,0,0,36,38,0
0.384,1,0.127,15,10,2,2,0,4,1,0,1887,40,25,1
0.384,3,0.159,9,13,2,11,0,4,1,0,1902,40,38,1
0.356,3,0.302,11,9,0,0,1,4,0,0,0,40,38,0
0.041,3,0.253,0,6,4,7,2,4,1,0,0,35,25,0
0.137,3,0.170,7,12,2,2,0,4,1,0,0,45,38,1
0.082,3,0.129,15,10,4,7,1,4,0,0,0,40,38,0
0.164,-1,0.089,11,9,5,-1,4,2,0,0,0,40,38,0
0.329,3,0.109,11,9,2,2,0,4,1,0,0,40,38,1
0.260,3,0.174,9,13,2,3,0,4,1,0,0,55,38,1
0.342,3,0.136,15,10,2,2,0,4,1,0,0,40,38,0
0.616,5,0.175,12,14,5,4,1,4,1,0,0,30,38,0
0.233,3,0.171,12,14,4,11,4,4,1,0,0,60,38,1
0.507,4,0.077,5,4,2,6,0,4,1,0,0,40,38,1
0.438,3,0.136,11,9,5,9,4,2,0,0,0,40,38,0
0.082,3,0.150,7,12,4,5,3,4,1,0,0,32,38,0
0.123,3,0.101,15,10,4,0,1,1,1,0,0,20,29,0
0.479,3,0.069,9,13,2,9,0,4,1,0,0,52,38,1
0.151,3,0.070,8,11,4,12,3,4,0,0,0,38,38,0
0.685,5,0.064,15,10,2,11,0,4,1,0,0,40,38,0
0.438,3,0.104,15,10,4,8,1,2,0,0,0,90,22,0
0.575,3,0.057,0,6,2,2,0,4,1,0,0,40,38,1
0.767,3,0.195,3,2,2,13,0,4,1,0,1735,20,38,0
0.589,3,0.117,1,7,6,13,4,2,1,0,0,40,38,0
0.000,3,0.119,1,7,4,7,3,4,1,0,0,20,38,0
0.685,-1,0.015,4,3,2,-1,0,4,1,0,0,40,38,0
0.288,5,0.113,11,9,4,4,1,4,1,0,0,50,38,0
0.151,3,0.046,8,11,4,6,1,4,1,0,0,40,38,0
0.178,3,0.053,11,9,4,5,4,4,1,0,0,55,38,0
0.616,3,0.123,11,9,0,6,1,4,0,2174,0,40,38,0
0.082,3,0.292,11,9,4,5,3,4,1,0,0,50,38,0
0.397,3,0.093,5,4,3,13,1,4,1,0,0,45,38,0
0.110,3,0.339,6,5,2,13,0,4,1,0,0,45,38,0
0.137,3,0.240,15,10,4,2,4,4,1,0,0,50,38,0
0.329,6,0.041,9,13,2,3,0,1,1,0,0,40,38,0
0.562,5,0.059,11,9,0,4,4,4,0,0,0,10,38,0
0.384,3,0.214,14,15,4,9,1,4,1,0,0,40,38,1
0.260,3,0.081,5,4,2,2,0,4,1,0,0,40,38,0
0.151,3,0.118,11,9,4,7,2,3,1,0,0,48,25,0
0.671,5,0.087,9,13,2,11,0,4,1,0,0,40,38,1
0.123,3,0.160,15,10,4,0,1,4,0,0,0,40,38,0
0.055,6,0.030,15,10,4,12,3,4,1,0,0,10,38,0
0.247,3,0.125,9,13,4,11,1,4,1,0,0,50,38,0
0.192,5,0.265,0,6,2,4,0,4,1,0,0,55,31,1
0.068,3,0.263,15,10,4,7,4,2,0,0,0,30,38,0
0.562,3,0.107,12,14,2,3,0,4,1,0,0,60,38,1
0.137,3,0.127,9,13,4,0,1,4,1,0,0,40,30,0
0.082,3,0.027,11,9,4,7,1,2,0,0,0,50,23,0
0.055,3,0.132,5,4,4,4,3,4,0,0,0,38,38,0
0.205,3,0.133,15,10,2,3,0,4,1,3464,0,40,38,0
0.192,3,0.104,11,9,2,6,0,4,1,0,0,40,38,0
0.493,3,0.044,4,3,4,5,2,1,0,0,0,50,29,0
0.315,1,0.014,11,9,0,7,1,4,0,0,0,50,38,0
0.493,3,0.010,11,9,3,13,1,4,1,10520,0,40,38,1
0.562,3,0.165,11,9,0,0,1,4,0,0,0,40,38,0
0.178,4,0.233,11,9,2,5,0,4,1,0,0,60,38,0
0.123,3,0.135,15,10,2,5,0,4,1,0,0,40,38,1
0.356,3,0.065,15,10,2,6,0,4,1,0,0,40,38,1
0.247,3,0.119,9,13,2,11,0,4,1,0,0,60,38,1
0.178,3,0.106,11,9,4,11,3,4,0,0,0,35,38,0
0.027,3,0.148,11,9,4,6,3,4,1,0,0,60,38,0
0.041,3,0.326,11,9,4,11,2,2,0,0,0,35,38,0
0.562,3,0.201,4,3,2,6,0,4,1,0,0,40,38,0
0.575,3,0.122,1,7,2,0,0,4,1,7298,0,40,38,1
0.041,3,0.169,15,10,4,6,3,4,1,0,0,40,38,0
0.041,3,0.040,11,9,2,5,0,4,1,0,0,60,38,0
0.342,4,0.128,15,10,2,3,0,4,1,0,0,40,38,1
0.384,3,0.061,11,9,2,2,0,4,1,0,1887,40,38,1
0.068,3,0.028,11,9,4,7,1,4,1,14084,0,60,38,1
0.110,3,0.044,9,13,4,9,3,4,0,0,2339,35,38,0
0.425,1,0.090,9,13,0,9,4,4,0,0,0,60,38,0
0.479,5,0.075,11,9,5,3,1,4,1,0,0,60,38,0
0.342,3,0.121,15,10,5,3,1,4,1,0,0,60,1,0
0.397,1,0.121,11,9,5,0,4,2,0,0,0,40,38,0
0.356,3,0.142,7,12,2,3,0,4,1,0,2002,44,38,0
0.370,3,0.115,11,9,2,2,0,4,1,0,0,40,38,1
0.452,3,0.062,11,9,4,0,1,4,1,0,1980,40,38,0
0.219,3,0.102,9,13,4,3,2,1,0,0,0,40,29,0
0.274,3,0.111,11,9,2,2,0,4,1,0,0,99,38,1
0.219,3,0.100,15,10,2,3,0,4,1,7298,0,40,38,1
0.425,3,0.173,9,13,4,7,1,4,1,0,0,50,25,1
0.068,-1,0.110,11,9,4,-1,4,2,0,0,0,35,38,0
0.014,3,0.265,11,9,2,0,5,4,0,0,0,40,38,0
0.370,3,0.121,11,9,4,7,2,2,1,0,0,32,38,0
0.466,3,0.073,5,4,2,2,0,4,1,2961,0,40,38,0
0.041,3,0.130,15,10,4,7,3,4,1,0,0,40,38,0
0.164,3,0.276,11,9,4,7,4,2,0,0,0,40,23,0
0.575,3,0.077,15,10,2,3,0,4,1,0,0,50,38,1
0.493,3,0.128,12,14,2,3,0,4,1,0,0,48,38,1
0.644,-1,0.066,11,9,0,-1,1,4,0,0,0,20,38,0
0.164,6,0.175,0,6,4,7,3,2,0,0,0,40,38,0
0.205,3,0.036,11,9,4,7,1,4,0,0,0,56,38,0
0.068,6,0.112,11,9,4,7,4,4,0,0,0,45,38,0
0.438,3,0.116,9,13,2,11,0,4,1,0,0,50,38,1
0.425,3,0.073,2,8,2,3,0,4,1,0,0,50,38,0
0.041,3,0.128,11,9,4,7,3,4,0,0,0,30,38,0
0.192,5,0.133,11,9,4,11,1,2,1,0,0,40,-1,0
0.219,3,0.110,15,10,4,0,1,4,1,0,0,50,38,0
0.151,5,0.077,11,9,0,2,3,4,1,0,0,40,38,0
0.425,3,0.110,3,2,2,0,0,4,1,0,0,52,5,0
0.288,3,0.149,11,9,2,11,0,2,1,0,0,40,38,1
0.356,1,0.138,12,14,5,9,4,2,0,0,0,37,38,0
0.096,3,0.076,11,9,4,0,3,4,0,0,0,40,38,0
0.274,6,0.135,9,13,0,9,1,4,0,0,0,50,38,0
0.260,3,0.082,11,9,3,0,4,4,0,0,0,40,38,0
0.370,3,0.123,8,11,2,2,0,4,1,3411,0,40,38,0
0.342,3,0.161,15,10,5,7,4,2,0,0,0,21,13,0
0.123,3,0.208,11,9,4,7,1,2,1,0,0,40,38,0
0.082,3,0.048,0,6,2,5,0,4,1,0,0,10,38,0
0.315,3,0.080,11,9,4,7,1,4,0,0,0,40,38,0
0.192,3,0.069,9,13,4,11,1,4,1,0,0,48,38,0
0.342,4,0.247,1,7,2,3,0,4,1,0,0,40,38,0
0.164,3,0.057,8,11,4,0,3,4,0,0,0,40,38,0
0.110,3,0.066,2,8,4,2,3,4,1,0,0,40,38,0
0.110,3,0.256,15,10,4,11,4,4,0,0,0,25,7,0
0.082,3,0.127,9,13,4,0,3,4,0,0,0,35,38,0
0.205,3,0.046,11,9,2,6,0,4,1,0,0,40,38,0
0.055,3,0.051,11,9,2,7,2,4,0,0,0,16,38,0
0.671,3,0.007,5,4,0,7,2,1,0,0,0,40,29,0
0.110,3,0.240,15,10,4,0,3,4,0,0,0,40,38,0
0.178,3,0.151,9,13,2,11,0,4,1,0,0,40,38,1
0.795,4,0.076,11,9,2,0,0,4,1,0,0,26,38,0
0.315,3,0.060,11,9,2,11,0,4,1,0,0,52,38,1
0.493,3,0.128,11,9,2,2,0,4,1,0,0,40,38,0
0.288,3,0.080,15,10,0,12,4,4,0,0,1726,40,38,0
0.096,-1,0.110,9,13,4,-1,1,4,1,0,0,50,38,0
0.411,1,0.096,15,10,0,9,1,4,0,0,1876,40,38,0
0.630,1,0.048,11,9,2,0,5,4,0,0,0,45,38,0
0.164,3,0.080,8,11,5,0,4,4,0,0,0,40,38,0
0.014,3,0.094,1,7,4,2,3,4,1,0,0,20,38,0
0.274,3,0.155,11,9,0,7,1,4,0,0,0,30,38,0
0.192,3,0.045,7,12,0,7,4,0,0,0,0,40,38,0
0.370,3,0.076,11,9,2,3,0,4,1,0,0,40,25,0
0.247,3,0.137,9,13,2,7,0,4,1,0,0,40,38,0
0.164,6,0.190,15,10,4,7,4,4,0,0,0,40,38,0
0.315,3,0.138,6,5,4,6,4,2,0,0,0,40,13,0
0.397,3,0.159,15,10,0,11,4,4,0,0,0,40,38,0
0.726,3,0.044,11,9,2,2,0,4,1,0,0,37,38,0
0.493,1,0.132,0,6,2,7,0,4,1,0,0,40,38,0
0.384,1,0.125,9,13,4,3,1,4,1,0,0,40,38,0
0.479,1,0.124,11,9,0,2,3,4,1,0,0,40,38,0
0.219,3,0.043,11,9,2,3,0,4,1,4386,0,60,38,1
0.137,3,0.097,6,5,2,4,0,0,1,0,0,40,38,0
0.411,6,0.138,10,16,2,9,0,4,1,0,0,40,38,1
0.110,-1,0.219,9,13,4,-1,3,4,0,0,0,30,38,0
0.288,5,0.078,15,10,2,6,0,4,1,0,0,45,38,1
0.205,3,0.244,11,9,2,3,5,4,0,0,0,40,38,0
0.411,6,0.132,8,11,2,3,0,4,1,0,0,38,38,1
0.616,3,0.176,11,9,0,8,4,2,0,0,0,99,38,0
0.247,3,0.101,11,9,2,6,0,4,1,0,0,40,38,0
0.164,3,0.060,11,9,4,13,3,2,1,0,0,40,38,0
0.562,-1,0.239,15,10,5,-1,2,4,0,0,0,99,38,0
0.274,3,0.091,6,5,2,6,0,4,1,0,0,50,38,1
0.178,3,0.145,9,13,2,3,0,2,1,0,0,42,38,1
0.288,3,0.065,9,13,0,12,2,4,1,0,0,40,38,0
0.685,3,0.152,9,13,2,9,0,4,1,0,0,2,38,0
0.068,3,0.136,8,11,4,11,3,4,0,0,0,20,38,0
0.110,3,0.106,9,13,2,3,5,4,0,0,0,30,38,1
0.164,3,0.059,9,13,4,9,1,3,0,0,0,50,38,0
0.452,3,0.117,8,11,2,12,0,4,1,0,0,38,38,1
0.370,5,0.076,11,9,2,9,0,4,1,0,1902,40,38,1
0.479,3,0.239,6,5,0,2,4,4,0,0,0,40,4,0
0.452,3,0.125,1,7,2,3,0,4,1,0,0,50,38,1
0.438,4,0.066,15,10,0,3,4,4,0,0,0,32,38,0
0.164,3,0.064,9,13,4,11,1,4,1,0,0,50,38,0
0.000,3,0.025,1,7,4,4,3,4,1,0,0,45,38,0
0.164,3,0.039,9,13,0,3,2,4,0,0,0,50,38,0
0.562,3,0.061,0,6,0,13,1,2,1,0,0,50,38,0
0.205,3,0.126,11,9,2,4,5,4,0,0,0,40,38,0
0.575,3,0.079,11,9,0,7,1,4,0,0,0,40,38,0
0.411,0,0.077,15,10,0,0,1,4,0,0,0,40,38,0
0.055,3,0.080,15,10,4,12,3,4,1,0,0,30,38,0
0.000,3,0.108,0,6,4,11,3,4,0,0,0,14,38,0
0.192,6,0.071,11,9,2,11,0,4,1,0,0,40,38,0
0.685,-1,0.017,5,4,2,-1,0,4,1,0,0,4,38,0
0.438,3,0.114,12,14,2,3,0,4,1,0,0,45,38,1
0.288,3,0.095,15,10,2,3,0,4,1,0,0,30,38,1
0.082,3,0.068,15,10,4,13,1,4,1,0,0,40,38,0
0.205,3,0.214,6,5,5,7,4,3,0,0,0,40,25,0
0.384,3,0.103,15,10,0,3,1,4,0,0,0,40,38,0
0.014,3,0.126,1,7,4,11,3,2,0,0,0,8,38,0
0.603,3,0.148,15,10,2,2,0,4,1,0,0,40,38,0
0.507,0,0.094,9,13,2,3,0,4,1,0,0,40,38,1
0.507,3,0.064,9,13,2,12,0,4,1,0,0,40,38,0
0.438,3,0.008,9,13,4,7,1,1,0,0,0,35,29,0
0.178,3,0.226,15,10,2,3,2,4,1,0,0,40,38,0
0.342,4,0.089,15,10,4,11,1,4,1,0,0,60,38,0
0.151,3,0.228,9,13,4,3,1,2,1,2174,0,50,38,0
0.096,3,0.055,11,9,2,6,0,4,1,0,0,40,38,0
0.562,-1,0.156,15,10,2,-1,5,4,0,0,0,20,38,0
0.342,3,0.056,11,9,2,2,0,4,1,5178,0,40,38,1
0.014,3,0.146,15,10,4,11,3,4,1,0,0,10,38,0
0.055,3,0.121,11,9,4,6,3,4,1,0,0,40,38,0
0.301,3,0.067,11,9,2,2,0,4,1,0,0,40,38,0
0.466,-1,0.120,15,10,2,-1,5,4,0,0,0,18,38,0
0.178,3,0.109,11,9,2,3,0,4,1,0,0,40,38,0
0.342,3,0.113,9,13,5,7,1,4,0,0,0,50,38,0
0.384,3,0.010,11,9,0,11,1,4,0,0,0,40,38,0
0.397,1,0.103,9,13,2,9,5,4,0,0,0,40,38,1
0.164,3,0.116,11,9,2,2,0,0,1,0,0,48,38,0
0.151,3,0.135,15,10,4,11,1,4,0,0,0,50,38,0
0.151,3,0.077,11,9,4,7,1,4,0,0,0,30,38,0
0.192,3,0.072,1,7,2,6,0,4,1,0,0,40,38,0
0.247,3,0.155,11,9,2,6,0,4,1,0,0,44,38,0
0.205,3,0.251,9,13,4,3,4,4,0,0,0,40,38,0
0.521,3,0.041,11,9,5,11,1,4,1,0,0,36,38,0
0.384,3,0.118,11,9,2,5,0,2,1,7298,0,40,38,1
0.233,3,0.130,15,10,0,3,3,4,1,0,0,44,38,0
0.164,3,0.094,15,10,5,11,1,4,0,0,0,40,38,0
0.192,3,0.145,11,9,4,2,1,4,1,0,0,50,38,1
0.274,3,0.153,6,5,4,8,1,4,0,0,0,30,7,0
0.548,1,0.127,12,14,0,7,4,2,0,0,0,40,38,0
0.082,3,0.155,11,9,2,2,0,4,1,0,0,40,38,0
0.151,3,0.066,11,9,4,2,3,4,1,0,0,40,38,0
0.411,3,0.094,9,13,0,5,1,4,1,0,1564,51,38,1
0.000,3,0.191,1,7,4,8,3,4,0,0,0,20,38,0
0.301,1,0.005,9,13,2,9,0,4,1,0,0,40,38,1
0.329,3,0.060,12,14,2,3,0,4,1,0,0,50,38,1
0.288,3,0.107,11,9,5,0,4,4,0,3887,0,45,38,0
0.603,3,0.114,11,9,2,13,0,4,1,0,0,40,38,1
0.041,3,0.077,15,10,4,7,3,4,0,0,0,20,38,0
0.630,5,0.007,11,9,2,7,0,4,1,0,0,40,38,1
0.411,3,0.101,2,8,0,0,4,4,0,0,0,40,38,0
0.192,3,0.125,5,4,2,7,0,4,1,0,0,40,25,0
0.068,3,0.112,11,9,4,5,3,4,1,0,0,40,38,0
0.014,3,0.221,1,7,4,5,1,3,1,0,0,25,38,0
0.055,-1,0.107,15,10,4,-1,3,4,0,0,0,40,38,0
0.260,3,0.178,5,4,3,6,4,4,0,2977,0,40,32,0
0.151,3,0.049,9,13,2,12,0,4,1,0,0,40,38,1
0.096,3,0.154,9,13,4,9,1,4,1,0,0,20,38,0
0.260,3,0.083,9,13,2,2,0,4,1,0,0,48,38,1
0.123,3,0.103,15,10,4,11,2,1,0,0,0,35,29,0
0.493,3,0.093,11,9,4,11,1,4,1,0,2559,48,38,1
0.479,3,0.142,15,10,0,11,4,4,0,0,0,50,38,0
0.356,3,0.084,15,10,2,3,0,4,1,0,0,40,38,1
0.233,3,0.172,15,10,5,2,1,4,1,0,0,45,38,0
0.301,3,0.087,11,9,2,0,5,4,0,0,0,40,38,1
0.192,3,0.139,15,10,4,7,1,4,1,0,0,30,38,0
0.356,3,0.116,0,6,2,6,0,2,1,0,1887,40,38,1
0.164,3,0.267,11,9,4,5,1,4,1,0,0,40,38,0
0.301,3,0.044,12,14,2,9,0,4,1,99999,0,40,38,1
0.247,3,0.082,15,10,2,6,0,4,1,0,0,40,38,1
0.110,3,0.138,9,13,2,3,0,4,1,0,0,43,38,0
0.192,3,0.119,15,10,0,7,1,4,0,0,0,40,38,0
0.247,3,0.124,11,9,4,11,4,2,0,0,0,40,38,0
0.644,1,0.026,6,5,4,0,2,4,1,0,0,40,38,0
0.370,3,0.066,11,9,0,11,1,4,1,27828,0,60,38,1
0.123,3,0.095,11,9,4,7,3,4,1,0,0,24,38,0
0.014,-1,0.173,2,8,4,-1,3,4,0,0,0,12,38,0
0.493,4,0.059,11,9,2,2,0,4,1,0,0,80,11,0
0.548,1,0.109,12,14,2,9,5,2,0,0,1977,40,38,1
0.342,1,0.214,12,14,2,9,0,4,1,0,0,55,38,0
0.110,3,0.010,9,13,0,11,1,4,0,0,0,40,38,0
0.425,1,0.218,9,13,2,9,5,4,0,0,0,50,38,1
0.096,1,0.082,12,14,4,9,3,4,0,0,0,40,38,0
0.438,0,0.115,15,10,0,3,1,4,0,0,0,50,38,0
0.233,3,0.093,11,9,4,0,3,4,1,0,0,40,38,0
0.233,3,0.107,11,9,2,0,0,4,1,0,0,50,38,1
0.151,6,0.018,9,13,4,9,3,4,1,6849,0,40,38,0
0.329,0,0.125,15,10,3,0,1,2,1,4650,0,40,38,0
0.315,3,0.107,9,13,4,12,1,4,0,14344,0,45,38,1
0.342,1,0.118,7,12,2,3,5,4,0,0,0,45,38,1
0.233,5,0.113,14,15,2,9,0,4,1,7688,0,60,38,1
0.068,-1,0.086,15,10,4,-1,3,4,1,0,0,40,38,0
0.356,3,0.190,9,13,2,11,0,4,1,0,0,40,38,1
0.658,-1,0.091,2,8,2,-1,0,4,1,0,0,10,38,0
0.562,5,0.092,0,6,2,2,5,4,0,0,1977,35,-1,1
0.055,3,0.195,15,10,4,6,3,4,0,0,0,40,38,0
0.288,1,0.188,9,13,2,10,0,4,1,0,1628,48,38,0
0.260,1,0.078,9,13,0,9,4,4,1,0,0,40,38,0
0.068,3,0.129,15,10,5,11,4,4,0,0,0,43,38,0
0.740,4,0.108,9,13,2,9,0,4,1,0,0,30,38,0
0.219,3,0.115,11,9,2,11,5,4,0,0,0,20,38,0
0.027,3,0.075,2,8,5,9,3,4,0,1055,0,40,38,0
0.370,5,0.010,15,10,4,4,3,4,1,0,0,60,38,0
0.000,3,0.153,1,7,4,7,3,4,0,0,0,5,38,0
0.329,3,0.110,11,9,2,13,0,4,1,0,1887,45,38,1
0.082,3,0.128,9,13,2,0,2,4,0,0,0,40,38,0
0.110,3,0.163,15,10,2,0,0,2,1,0,1902,36,38,1
0.205,3,0.065,2,8,2,13,0,4,1,0,0,60,38,1
0.370,1,0.071,12,14,2,9,5,4,0,0,1887,40,38,1
0.315,3,0.089,15,10,5,5,1,4,1,0,0,40,38,0
0.068,3,0.098,11,9,4,5,3,2,1,0,0,25,38,0
0.164,3,0.141,15,10,4,13,1,4,1,0,0,40,38,0
0.110,3,0.147,9,13,4,3,2,4,0,0,0,25,38,0
0.192,3,0.017,15,10,4,7,1,4,1,0,0,40,38,0
0.356,3,0.123,11,9,2,3,0,4,1,0,0,40,38,1
0.397,3,0.074,9,13,2,2,0,4,1,0,0,44,38,1
0.644,6,0.180,11,9,6,0,1,4,0,0,0,24,38,0
0.603,3,0.027,11,9,0,7,2,4,0,0,0,99,38,0
0.041,3,0.253,15,10,4,7,3,4,0,0,0,40,38,0
0.233,3,0.062,7,12,4,12,4,4,0,0,0,40,38,0
0.096,3,0.260,15,10,4,5,1,4,0,0,0,35,38,0
0.342,3,0.090,11,9,2,2,0,4,1,0,0,50,38,0
0.123,3,0.285,7,12,4,7,1,4,1,0,0,40,38,0
0.589,5,0.096,11,9,4,4,4,4,1,0,0,42,38,0
0.315,3,0.233,7,12,0,3,1,4,1,0,0,40,38,1
0.082,3,0.047,6,5,4,7,3,1,1,0,0,20,29,0
0.233,3,0.109,11,9,0,13,1,4,1,0,0,40,38,0
0.301,3,0.061,11,9,2,2,0,4,1,0,0,40,38,0
0.534,5,0.056,11,9,2,2,0,4,1,0,0,55,38,0
0.082,3,0.144,15,10,4,9,3,4,0,0,0,25,38,0
0.466,3,0.184,11,9,6,13,4,4,1,0,0,40,38,0
0.671,-1,0.038,6,5,2,-1,0,4,1,0,0,40,38,0
0.507,6,0.178,14,15,2,9,0,4,1,0,0,40,38,1
0.274,6,0.011,9,13,2,3,0,4,1,0,0,50,38,1
0.452,3,0.086,15,10,0,2,1,4,1,4650,0,22,38,0
0.151,3,0.081,9,13,2,3,0,4,1,0,0,55,38,0
0.603,3,0.126,11,9,2,13,0,4,1,0,0,40,38,1
0.863,3,0.161,5,4,6,7,1,4,0,0,0,24,38,0
0.342,3,0.222,9,13,2,9,0,4,1,0,0,40,38,1
0.315,3,0.115,15,10,2,7,5,4,0,0,0,40,33,0
0.384,3,0.115,12,14,0,0,1,0,0,0,0,36,38,0
0.219,3,0.105,9,13,4,0,1,4,1,0,0,40,38,0
0.301,3,0.254,11,9,4,7,1,4,1,0,0,18,38,0
0.205,3,0.192,11,9,2,6,0,4,1,0,0,42,38,0
0.233,1,0.112,9,13,2,3,0,4,1,0,0,55,38,1
0.068,3,0.140,2,8,4,5,3,0,1,0,0,40,38,0
0.329,3,0.056,11,9,4,6,4,2,0,0,0,40,38,0
0.219,3,0.075,9,13,2,3,0,4,1,0,0,55,38,1
0.233,3,0.039,15,10,2,7,0,1,1,0,0,40,29,0
0.548,5,0.016,11,9,2,4,0,4,1,0,0,60,38,1
0.219,3,0.133,12,14,2,9,0,4,1,0,0,50,38,1
0.466,0,0.042,10,16,2,9,0,4,1,4386,0,52,38,1
0.384,3,0.492,11,9,2,2,0,4,1,0,0,46,38,0
0.521,5,0.099,11,9,2,11,0,4,1,0,0,50,38,1
0.027,3,0.089,11,9,4,6,3,4,1,0,0,30,38,0
0.233,3,0.009,9,13,3,6,1,1,1,0,2339,40,-1,0
0.014,3,0.148,2,8,4,6,3,4,1,0,0,30,38,0
0.411,5,0.160,12,14,4,3,1,2,1,0,0,25,38,0
0.055,3,0.339,11,9,4,10,3,2,1,0,0,40,38,0
0.411,1,0.113,11,9,4,2,1,4,1,0,0,40,38,0
0.658,5,0.067,15,10,2,3,0,4,1,0,2174,10,38,1
0.329,1,0.133,12,14,0,9,4,4,0,0,0,55,38,0
0.205,3,0.132,0,6,0,2,4,4,1,0,0,40,38,0
0.397,6,0.010,10,16,2,9,0,4,1,7688,0,45,38,1
0.082,3,0.040,9,13,4,3,1,4,1,0,0,40,38,0
0.027,-1,0.046,11,9,4,-1,3,4,0,0,0,40,38,0
0.192,3,0.068,11,9,2,13,0,4,1,0,0,40,38,1
